bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P498,S81,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0
P498,S81,0,2.33,2.33,0,1,0,0,2.33,2.33,0,0.0,0,1,0.0,0.0
P498,S81,0,2.69,0.3599999999999999,0,1,0,0,2.69,2.69,0,1.0,0,2,0.0,1.3599999999999999
P498,S81,0,3.07,0.3799999999999999,0,1,0,0,3.07,3.07,0,2.36,0,3,0.0,2.7399999999999998
P498,S81,0,3.42,0.3500000000000001,0,1,0,0,3.42,3.42,0,3.7399999999999998,0,4,0.0,4.09
P498,S81,0,3.76,0.33999999999999986,0,1,0,0,3.76,3.76,0,5.09,0,5,0.0,5.43
P498,S81,0,4.13,0.3700000000000001,0,1,0,0,4.13,4.13,0,6.43,0,6,0.0,6.8
P498,S81,0,6.78,2.6500000000000004,0,1,0,0,6.78,6.78,0,7.8,0,7,0.0,10.45
P498,S81,0,7.37,0.5899999999999999,0,1,0,0,7.37,7.37,0,11.45,0,8,0.0,12.04
P498,S81,0,8.3,0.9300000000000006,0,1,0,0,8.3,8.3,0,13.04,0,9,0.0,13.969999999999999
P498,S81,0,9.74,1.4399999999999995,0,1,0,0,9.74,9.74,0,14.969999999999999,0,10,0.0,16.409999999999997
P498,S81,0,10.07,0.33000000000000007,0,1,0,0,10.07,10.07,0,17.409999999999997,0,11,0.0,17.739999999999995
P498,S81,0,10.44,0.3699999999999992,0,1,0,0,10.44,10.44,0,18.739999999999995,0,12,0.0,19.109999999999992
P498,S81,0,13.23,2.790000000000001,0,1,0,0,13.23,13.23,0,20.109999999999992,0,13,0.0,22.89999999999999
P498,S81,0,14.57,1.3399999999999999,0,1,0,0,14.57,14.57,0,23.89999999999999,0,14,0.0,25.23999999999999
