bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P787,S103,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0
P787,S103,2,1846.23,1846.23,1,0,0,0,1846.23,1846.23,0,0.0,1,0,0.0,0.0
P787,S103,2,1846.29,0.05999999999994543,1,0,0,0,1846.29,1846.29,1,0.0,2,0,0.05999999999994543,0.0
P787,S103,2,1847.43,1.1400000000001,1,0,0,0,1847.43,1847.43,2,0.0,3,0,1.2000000000000455,0.0
P787,S103,2,1848.68,1.25,0,1,0,0,1848.68,1848.68,0,0.0,3,1,0.0,0.0
P787,S103,2,1849.01,0.32999999999992724,0,1,0,0,1849.01,1849.01,0,1.0,3,2,0.0,1.3299999999999272
P787,S103,2,1849.32,0.30999999999994543,0,1,0,0,1849.32,1849.32,0,2.3299999999999272,3,3,0.0,2.6399999999998727
P787,S103,2,1849.61,0.2899999999999636,0,1,0,0,1849.61,1849.61,0,3.6399999999998727,3,4,0.0,3.9299999999998363
P787,S103,2,1849.61,0.2899999999999636,0,1,0,1,1849.8999999999999,0.0,0,4.929999999999836,3,0,0.0,0.2899999999999636
P787,S103,2,1853.36,3.75,0,1,0,0,1853.6499999999999,3.75,0,0.0,3,1,0.0,0.0
P787,S103,2,1853.66,0.3000000000001819,0,1,0,0,1853.95,4.050000000000182,0,1.0,3,2,0.0,1.300000000000182
P787,S103,2,1853.88,0.22000000000002728,0,1,0,0,1854.17,4.270000000000209,0,2.300000000000182,3,3,0.0,2.520000000000209
P787,S103,2,1855.29,1.4099999999998545,1,0,0,0,1855.58,5.680000000000064,0,0.0,4,3,0.0,0.0
P787,S103,2,1855.52,0.2300000000000182,1,0,0,0,1855.81,5.910000000000082,1,0.0,5,3,0.2300000000000182,0.0
P787,S103,2,1855.84,0.31999999999993634,1,0,0,0,1856.1299999999999,6.230000000000018,2,0.0,6,3,0.5499999999999545,0.0
P787,S103,2,1856.19,0.3500000000001364,1,0,0,0,1856.48,6.580000000000155,3,0.0,7,3,0.900000000000091,0.0
P787,S103,2,1856.5,0.30999999999994543,1,0,0,0,1856.79,6.8900000000001,4,0.0,8,3,1.2100000000000364,0.0
P787,S103,2,1856.83,0.32999999999992724,1,0,0,0,1857.12,7.220000000000027,5,0.0,9,3,1.5399999999999636,0.0
P787,S103,2,1857.96,1.1300000000001091,0,1,0,0,1858.25,8.350000000000136,0,0.0,9,4,0.0,0.0
P787,S103,2,1858.23,0.2699999999999818,0,1,0,0,1858.52,8.620000000000118,0,1.0,9,5,0.0,1.2699999999999818
P787,S103,2,1858.51,0.2799999999999727,0,1,0,0,1858.8,8.900000000000091,0,2.269999999999982,9,6,0.0,2.5499999999999545
P787,S103,2,1858.8,0.2899999999999636,0,1,0,0,1859.09,9.190000000000055,0,3.5499999999999545,9,7,0.0,3.839999999999918
P787,S103,2,1859.1,0.2999999999999545,0,1,0,0,1859.3899999999999,9.490000000000009,0,4.839999999999918,9,8,0.0,5.139999999999873
P787,S103,2,1859.41,0.3100000000001728,0,1,0,0,1859.7,9.800000000000182,0,6.139999999999873,9,9,0.0,6.4500000000000455
P787,S103,2,1859.74,0.32999999999992724,0,1,0,0,1860.03,10.13000000000011,0,7.4500000000000455,9,10,0.0,7.779999999999973
P787,S103,2,1860.05,0.30999999999994543,0,1,0,0,1860.34,10.440000000000055,0,8.779999999999973,9,11,0.0,9.089999999999918
P787,S103,2,1860.38,0.3300000000001546,0,1,0,0,1860.67,10.77000000000021,0,10.089999999999918,9,12,0.0,10.420000000000073
P787,S103,2,1860.73,0.34999999999990905,0,1,0,0,1861.02,11.120000000000118,0,11.420000000000073,9,13,0.0,11.769999999999982
P787,S103,2,1861.11,0.37999999999988177,0,1,0,0,1861.3999999999999,11.5,0,12.769999999999982,9,14,0.0,13.149999999999864
P787,S103,2,1861.38,0.2700000000002092,0,1,0,0,1861.67,11.77000000000021,0,14.149999999999864,9,15,0.0,14.420000000000073
P787,S103,2,1861.7,0.31999999999993634,0,1,0,0,1861.99,12.090000000000146,0,15.420000000000073,9,16,0.0,15.740000000000009
P787,S103,2,1862.01,0.30999999999994543,0,1,0,0,1862.3,12.400000000000091,0,16.74000000000001,9,17,0.0,17.049999999999955
P787,S103,2,1862.77,0.7599999999999909,0,1,0,0,1863.06,13.160000000000082,0,18.049999999999955,9,18,0.0,18.809999999999945
P787,S103,2,1863.19,0.42000000000007276,0,1,0,0,1863.48,13.580000000000155,0,19.809999999999945,9,19,0.0,20.230000000000018
P787,S103,2,1863.5,0.30999999999994543,0,1,0,0,1863.79,13.8900000000001,0,21.230000000000018,9,20,0.0,21.539999999999964
P787,S103,2,1864.01,0.5099999999999909,0,1,0,0,1864.3,14.400000000000091,0,22.539999999999964,9,21,0.0,23.049999999999955
P787,S103,2,1864.27,0.2599999999999909,0,1,0,0,1864.56,14.660000000000082,0,24.049999999999955,9,22,0.0,24.309999999999945
P787,S103,2,1864.59,0.31999999999993634,0,1,0,0,1864.8799999999999,14.980000000000018,0,25.309999999999945,9,23,0.0,25.62999999999988
P787,S103,2,1864.67,0.08000000000015461,0,1,0,0,1864.96,15.060000000000173,0,26.62999999999988,9,24,0.0,26.710000000000036
P787,S103,2,1864.92,0.25,0,1,0,0,1865.21,15.310000000000173,0,27.710000000000036,9,25,0.0,27.960000000000036
P787,S103,2,1864.92,0.25,0,1,0,1,1865.46,0.0,0,28.960000000000036,9,0,0.0,0.25
P787,S103,2,1870.01,5.089999999999918,0,1,0,0,1870.55,5.089999999999918,0,0.0,9,1,0.0,0.0
P787,S103,2,1870.32,0.30999999999994543,0,1,0,0,1870.86,5.399999999999864,0,1.0,9,2,0.0,1.3099999999999454
P787,S103,2,1870.6,0.2799999999999727,0,1,0,0,1871.1399999999999,5.679999999999836,0,2.3099999999999454,9,3,0.0,2.589999999999918
P787,S103,2,1870.87,0.2699999999999818,0,1,0,0,1871.4099999999999,5.949999999999818,0,3.589999999999918,9,4,0.0,3.8599999999999
P787,S103,2,1871.13,0.2600000000002183,0,1,0,0,1871.67,6.210000000000036,0,4.8599999999999,9,5,0.0,5.120000000000118
P787,S103,2,1871.43,0.2999999999999545,0,1,0,0,1871.97,6.509999999999991,0,6.120000000000118,9,6,0.0,6.420000000000073
P787,S103,2,1872.72,1.2899999999999636,1,0,0,0,1873.26,7.7999999999999545,0,0.0,10,6,0.0,0.0
P787,S103,2,1872.95,0.2300000000000182,1,0,0,0,1873.49,8.029999999999973,1,0.0,11,6,0.2300000000000182,0.0
P787,S103,2,1873.19,0.2400000000000091,1,0,0,0,1873.73,8.269999999999982,2,0.0,12,6,0.4700000000000273,0.0
P787,S103,2,1873.47,0.2799999999999727,1,0,0,0,1874.01,8.549999999999955,3,0.0,13,6,0.75,0.0
P787,S103,2,1873.75,0.2799999999999727,1,0,0,0,1874.29,8.829999999999927,4,0.0,14,6,1.0299999999999727,0.0
P787,S103,2,1873.99,0.2400000000000091,1,0,0,0,1874.53,9.069999999999936,5,0.0,15,6,1.2699999999999818,0.0
P787,S103,2,1874.32,0.32999999999992724,1,0,0,0,1874.86,9.399999999999864,6,0.0,16,6,1.599999999999909,0.0
P787,S103,2,1875.6,1.2799999999999727,0,1,0,0,1876.1399999999999,10.679999999999836,0,0.0,16,7,0.0,0.0
P787,S103,2,1875.89,0.290000000000191,0,1,0,0,1876.43,10.970000000000027,0,1.0,16,8,0.0,1.290000000000191
P787,S103,2,1876.17,0.2799999999999727,0,1,0,0,1876.71,11.25,0,2.290000000000191,16,9,0.0,2.5700000000001637
P787,S103,2,1876.48,0.30999999999994543,0,1,0,0,1877.02,11.559999999999945,0,3.5700000000001637,16,10,0.0,3.880000000000109
P787,S103,2,1876.74,0.2599999999999909,0,1,0,0,1877.28,11.819999999999936,0,4.880000000000109,16,11,0.0,5.1400000000001
P787,S103,2,1877.04,0.2999999999999545,0,1,0,0,1877.58,12.11999999999989,0,6.1400000000001,16,12,0.0,6.440000000000055
P787,S103,2,1877.4,0.36000000000012733,0,1,0,0,1877.94,12.480000000000018,0,7.440000000000055,16,13,0.0,7.800000000000182
P787,S103,2,1877.75,0.34999999999990905,0,1,0,0,1878.29,12.829999999999927,0,8.800000000000182,16,14,0.0,9.150000000000091
P787,S103,2,1877.75,0.34999999999990905,0,1,0,1,1878.6399999999999,0.0,0,10.150000000000091,16,0,0.0,0.34999999999990905
P787,S103,2,1882.54,4.789999999999964,0,1,0,0,1883.4299999999998,4.789999999999964,0,0.0,16,1,0.0,0.0
P787,S103,2,1882.82,0.2799999999999727,0,1,0,0,1883.7099999999998,5.069999999999936,0,1.0,16,2,0.0,1.2799999999999727
P787,S103,2,1883.11,0.2899999999999636,0,1,0,0,1883.9999999999998,5.3599999999999,0,2.2799999999999727,16,3,0.0,2.5699999999999363
P787,S103,2,1883.37,0.2599999999999909,0,1,0,0,1884.2599999999998,5.619999999999891,0,3.5699999999999363,16,4,0.0,3.8299999999999272
P787,S103,2,1883.63,0.2600000000002183,0,1,0,0,1884.52,5.880000000000109,0,4.829999999999927,16,5,0.0,5.0900000000001455
P787,S103,2,1883.8,0.16999999999984539,0,1,0,0,1884.6899999999998,6.0499999999999545,0,6.0900000000001455,16,6,0.0,6.259999999999991
P787,S103,2,1884.15,0.3500000000001364,0,1,0,0,1885.04,6.400000000000091,0,7.259999999999991,16,7,0.0,7.610000000000127
P787,S103,2,1884.15,0.3500000000001364,0,1,0,1,1885.39,0.0,0,8.610000000000127,16,0,0.0,0.3500000000001364
P787,S103,2,1888.6,4.449999999999818,0,1,0,0,1889.84,4.449999999999818,0,0.0,16,1,0.0,0.0
P787,S103,2,1888.94,0.3400000000001455,0,1,0,0,1890.18,4.789999999999964,0,1.0,16,2,0.0,1.3400000000001455
P787,S103,2,1889.23,0.2899999999999636,0,1,0,0,1890.47,5.079999999999927,0,2.3400000000001455,16,3,0.0,2.630000000000109
P787,S103,2,1889.45,0.22000000000002728,0,1,0,0,1890.69,5.2999999999999545,0,3.630000000000109,16,4,0.0,3.8500000000001364
P787,S103,2,1889.69,0.2400000000000091,0,1,0,0,1890.93,5.539999999999964,0,4.850000000000136,16,5,0.0,5.0900000000001455
P787,S103,2,1889.69,0.2400000000000091,0,1,0,1,1891.17,0.0,0,6.0900000000001455,16,0,0.0,0.2400000000000091
P787,S103,2,1893.4,3.7100000000000364,0,1,0,0,1894.88,3.7100000000000364,0,0.0,16,1,0.0,0.0
P787,S103,2,1893.72,0.31999999999993634,0,1,0,0,1895.2,4.029999999999973,0,1.0,16,2,0.0,1.3199999999999363
P787,S103,2,1893.78,0.05999999999994543,0,1,0,0,1895.26,4.089999999999918,0,2.3199999999999363,16,3,0.0,2.3799999999998818
P787,S103,2,1894.33,0.5499999999999545,0,1,0,0,1895.81,4.639999999999873,0,3.3799999999998818,16,4,0.0,3.9299999999998363
P787,S103,2,1894.65,0.3200000000001637,0,1,0,0,1896.13,4.960000000000036,0,4.929999999999836,16,5,0.0,5.25
P787,S103,2,1894.93,0.2799999999999727,0,1,0,0,1896.41,5.240000000000009,0,6.25,16,6,0.0,6.529999999999973
P787,S103,2,1895.12,0.1899999999998272,0,1,0,0,1896.6,5.429999999999836,0,7.529999999999973,16,7,0.0,7.7199999999998
P787,S103,2,1895.32,0.20000000000004547,0,1,0,0,1896.8,5.629999999999882,0,8.7199999999998,16,8,0.0,8.919999999999845
P787,S103,2,1895.51,0.19000000000005457,0,1,0,0,1896.99,5.819999999999936,0,9.919999999999845,16,9,0.0,10.1099999999999
P787,S103,2,1895.77,0.2599999999999909,0,1,0,0,1897.25,6.079999999999927,0,11.1099999999999,16,10,0.0,11.36999999999989
P787,S103,2,1895.98,0.21000000000003638,0,1,0,0,1897.46,6.289999999999964,0,12.36999999999989,16,11,0.0,12.579999999999927
P787,S103,2,1896.29,0.30999999999994543,0,1,0,0,1897.77,6.599999999999909,0,13.579999999999927,16,12,0.0,13.889999999999873
P787,S103,2,1896.58,0.2899999999999636,0,1,0,0,1898.06,6.889999999999873,0,14.889999999999873,16,13,0.0,15.179999999999836
P787,S103,2,1896.89,0.3100000000001728,0,1,0,0,1898.3700000000001,7.2000000000000455,0,16.179999999999836,16,14,0.0,16.49000000000001
P787,S103,2,1897.19,0.2999999999999545,0,1,0,0,1898.67,7.5,0,17.49000000000001,16,15,0.0,17.789999999999964
P787,S103,2,1897.49,0.2999999999999545,0,1,0,0,1898.97,7.7999999999999545,0,18.789999999999964,16,16,0.0,19.089999999999918
P787,S103,2,1897.8,0.30999999999994543,0,1,0,0,1899.28,8.1099999999999,0,20.089999999999918,16,17,0.0,20.399999999999864
P787,S103,2,1898.12,0.31999999999993634,0,1,0,0,1899.6,8.429999999999836,0,21.399999999999864,16,18,0.0,21.7199999999998
P787,S103,2,1898.45,0.3300000000001546,0,1,0,0,1899.93,8.759999999999991,0,22.7199999999998,16,19,0.0,23.049999999999955
P787,S103,2,1898.45,0.3300000000001546,0,1,0,1,1900.2600000000002,0.0,0,24.049999999999955,16,0,0.0,0.3300000000001546
P787,S103,2,1902.24,3.7899999999999636,0,1,0,0,1904.0500000000002,3.7899999999999636,0,0.0,16,1,0.0,0.0
P787,S103,2,1902.49,0.25,0,1,0,0,1904.3000000000002,4.039999999999964,0,1.0,16,2,0.0,1.25
P787,S103,2,1902.8,0.30999999999994543,0,1,0,0,1904.6100000000001,4.349999999999909,0,2.25,16,3,0.0,2.5599999999999454
P787,S103,2,1903.09,0.2899999999999636,0,1,0,0,1904.9,4.639999999999873,0,3.5599999999999454,16,4,0.0,3.849999999999909
P787,S103,2,1903.38,0.290000000000191,0,1,0,0,1905.1900000000003,4.930000000000064,0,4.849999999999909,16,5,0.0,5.1400000000001
P787,S103,2,1903.92,0.5399999999999636,0,1,0,0,1905.7300000000002,5.470000000000027,0,6.1400000000001,16,6,0.0,6.680000000000064
P787,S103,2,1904.21,0.2899999999999636,0,1,0,0,1906.0200000000002,5.759999999999991,0,7.680000000000064,16,7,0.0,7.970000000000027
P787,S103,2,1904.21,0.2899999999999636,0,1,0,1,1906.3100000000002,0.0,0,8.970000000000027,16,0,0.0,0.2899999999999636
P787,S103,2,1907.57,3.3599999999999,0,1,0,0,1909.67,3.3599999999999,0,0.0,16,1,0.0,0.0
P787,S103,2,1907.91,0.3400000000001455,0,1,0,0,1910.0100000000002,3.7000000000000455,0,1.0,16,2,0.0,1.3400000000001455
P787,S103,2,1908.18,0.2699999999999818,0,1,0,0,1910.2800000000002,3.9700000000000273,0,2.3400000000001455,16,3,0.0,2.6100000000001273
P787,S103,2,1908.49,0.30999999999994543,0,1,0,0,1910.5900000000001,4.279999999999973,0,3.6100000000001273,16,4,0.0,3.9200000000000728
P787,S103,2,1909.14,0.650000000000091,0,1,0,0,1911.2400000000002,4.930000000000064,0,4.920000000000073,16,5,0.0,5.570000000000164
P787,S103,2,1909.62,0.4799999999997908,0,1,0,0,1911.72,5.4099999999998545,0,6.570000000000164,16,6,0.0,7.0499999999999545
P787,S103,2,1909.82,0.20000000000004547,0,1,0,0,1911.92,5.6099999999999,0,8.049999999999955,16,7,0.0,8.25
P787,S103,2,1909.97,0.15000000000009095,0,1,0,0,1912.0700000000002,5.759999999999991,0,9.25,16,8,0.0,9.400000000000091
P787,S103,2,1910.19,0.22000000000002728,0,1,0,0,1912.2900000000002,5.980000000000018,0,10.400000000000091,16,9,0.0,10.620000000000118
P787,S103,2,1910.38,0.19000000000005457,0,1,0,0,1912.4800000000002,6.170000000000073,0,11.620000000000118,16,10,0.0,11.810000000000173
P787,S103,2,1910.63,0.25,0,1,0,0,1912.7300000000002,6.420000000000073,0,12.810000000000173,16,11,0.0,13.060000000000173
P787,S103,2,1910.88,0.25,0,1,0,0,1912.9800000000002,6.670000000000073,0,14.060000000000173,16,12,0.0,14.310000000000173
P787,S103,2,1911.09,0.209999999999809,0,1,0,0,1913.19,6.879999999999882,0,15.310000000000173,16,13,0.0,15.519999999999982
P787,S103,2,1911.35,0.2599999999999909,0,1,0,0,1913.45,7.139999999999873,0,16.519999999999982,16,14,0.0,16.779999999999973
P787,S103,2,1911.65,0.3000000000001819,0,1,0,0,1913.7500000000002,7.440000000000055,0,17.779999999999973,16,15,0.0,18.080000000000155
P787,S103,2,1911.98,0.32999999999992724,0,1,0,0,1914.0800000000002,7.769999999999982,0,19.080000000000155,16,16,0.0,19.410000000000082
P787,S103,2,1912.31,0.32999999999992724,0,1,0,0,1914.41,8.099999999999909,0,20.410000000000082,16,17,0.0,20.74000000000001
P787,S103,2,1913.3,0.9900000000000091,1,0,0,0,1915.4,9.089999999999918,0,0.0,17,17,0.0,0.0
P787,S103,2,1913.52,0.22000000000002728,1,0,0,0,1915.6200000000001,9.309999999999945,1,0.0,18,17,0.22000000000002728,0.0
P787,S103,2,1913.84,0.31999999999993634,1,0,0,0,1915.94,9.629999999999882,2,0.0,19,17,0.5399999999999636,0.0
P787,S103,2,1914.12,0.2799999999999727,1,0,0,0,1916.22,9.909999999999854,3,0.0,20,17,0.8199999999999363,0.0
P787,S103,2,1914.66,0.540000000000191,1,0,0,0,1916.7600000000002,10.450000000000045,4,0.0,21,17,1.3600000000001273,0.0
P787,S103,2,1914.66,0.540000000000191,1,0,1,0,0.0,10.990000000000236,5,0.0,0,17,0.540000000000191,0.0
P787,S103,2,1918.29,3.6299999999998818,1,0,0,0,3.6299999999998818,14.620000000000118,0,0.0,1,17,0.540000000000191,0.0
P787,S103,2,1919.23,0.9400000000000546,1,0,0,0,4.569999999999936,15.560000000000173,1,0.0,2,17,1.4800000000002456,0.0
P787,S103,2,1920.5,1.2699999999999818,1,0,0,0,5.839999999999918,16.830000000000155,2,0.0,3,17,2.7500000000002274,0.0
P787,S103,2,1921.61,1.1099999999999,1,0,0,0,6.949999999999818,17.940000000000055,3,0.0,4,17,3.8600000000001273,0.0
P787,S103,2,1922.7,1.0900000000001455,0,1,0,0,8.039999999999964,19.0300000000002,0,0.0,4,18,0.0,0.0
P787,S103,2,1923.0,0.2999999999999545,0,1,0,0,8.339999999999918,19.330000000000155,0,1.0,4,19,0.0,1.2999999999999545
P787,S103,2,1923.3,0.2999999999999545,0,1,0,0,8.639999999999873,19.63000000000011,0,2.2999999999999545,4,20,0.0,2.599999999999909
P787,S103,2,1923.58,0.2799999999999727,0,1,0,0,8.919999999999845,19.910000000000082,0,3.599999999999909,4,21,0.0,3.8799999999998818
P787,S103,2,1923.87,0.2899999999999636,0,1,0,0,9.209999999999809,20.200000000000045,0,4.879999999999882,4,22,0.0,5.169999999999845
P787,S103,2,1924.15,0.2800000000002001,0,1,0,0,9.490000000000009,20.480000000000246,0,6.169999999999845,4,23,0.0,6.4500000000000455
P787,S103,2,1924.45,0.2999999999999545,0,1,0,0,9.789999999999964,20.7800000000002,0,7.4500000000000455,4,24,0.0,7.75
P787,S103,2,1924.78,0.32999999999992724,0,1,0,0,10.11999999999989,21.110000000000127,0,8.75,4,25,0.0,9.079999999999927
P787,S103,2,1925.1,0.31999999999993634,0,1,0,0,10.439999999999827,21.430000000000064,0,10.079999999999927,4,26,0.0,10.399999999999864
P787,S103,2,1925.42,0.3200000000001637,0,1,0,0,10.759999999999991,21.750000000000227,0,11.399999999999864,4,27,0.0,11.720000000000027
P787,S103,2,1925.73,0.30999999999994543,0,1,0,0,11.069999999999936,22.060000000000173,0,12.720000000000027,4,28,0.0,13.029999999999973
P787,S103,2,1925.73,0.30999999999994543,0,1,0,1,11.379999999999882,0.0,0,14.029999999999973,4,0,0.0,0.30999999999994543
P787,S103,2,1930.82,5.089999999999918,1,0,0,0,16.4699999999998,5.089999999999918,0,0.0,5,0,0.0,0.0
P787,S103,2,1931.09,0.2699999999999818,1,0,0,0,16.73999999999978,5.3599999999999,1,0.0,6,0,0.2699999999999818,0.0
P787,S103,2,1931.33,0.2400000000000091,1,0,0,0,16.97999999999979,5.599999999999909,2,0.0,7,0,0.5099999999999909,0.0
P787,S103,2,1931.59,0.2599999999999909,1,0,0,0,17.23999999999978,5.8599999999999,3,0.0,8,0,0.7699999999999818,0.0
P787,S103,2,1931.82,0.2300000000000182,1,0,0,0,17.4699999999998,6.089999999999918,4,0.0,9,0,1.0,0.0
P787,S103,2,1932.07,0.25,1,0,0,0,17.7199999999998,6.339999999999918,5,0.0,10,0,1.25,0.0
P787,S103,2,1932.76,0.6900000000000546,1,0,0,0,18.409999999999854,7.029999999999973,6,0.0,11,0,1.9400000000000546,0.0
P787,S103,2,1934.14,1.3800000000001091,0,1,0,0,19.789999999999964,8.410000000000082,0,0.0,11,1,0.0,0.0
P787,S103,2,1934.45,0.30999999999994543,0,1,0,0,20.09999999999991,8.720000000000027,0,1.0,11,2,0.0,1.3099999999999454
P787,S103,2,1934.74,0.2899999999999636,0,1,0,0,20.389999999999873,9.009999999999991,0,2.3099999999999454,11,3,0.0,2.599999999999909
P787,S103,2,1935.03,0.2899999999999636,0,1,0,0,20.679999999999836,9.299999999999955,0,3.599999999999909,11,4,0.0,3.8899999999998727
