bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P423,S105,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0
P423,S105,4,290.64,290.64,1,0,0,0,290.64,290.64,0,0.0,1,0,0.0,0.0
P423,S105,4,292.84,2.1999999999999886,0,1,0,0,292.84,292.84,0,0.0,1,1,0.0,0.0
P423,S105,4,292.95,0.11000000000001364,0,1,0,0,292.95,292.95,0,1.0,1,2,0.0,1.1100000000000136
P423,S105,4,293.05,0.10000000000002274,0,1,0,0,293.05,293.05,0,2.1100000000000136,1,3,0.0,2.2100000000000364
P423,S105,4,293.16,0.11000000000001364,0,1,0,0,293.16,293.16,0,3.2100000000000364,1,4,0.0,3.32000000000005
P423,S105,4,293.27,0.1099999999999568,0,1,0,0,293.27,293.27,0,4.32000000000005,1,5,0.0,4.430000000000007
P423,S105,4,293.47,0.20000000000004547,0,1,0,0,293.47,293.47,0,5.430000000000007,1,6,0.0,5.630000000000052
P423,S105,4,293.56,0.08999999999997499,0,1,0,0,293.56,293.56,0,6.630000000000052,1,7,0.0,6.720000000000027
P423,S105,4,293.89,0.3299999999999841,0,1,0,0,293.89,293.89,0,7.720000000000027,1,8,0.0,8.050000000000011
P423,S105,4,293.97,0.08000000000004093,0,1,0,0,293.97,293.97,0,9.050000000000011,1,9,0.0,9.130000000000052
P423,S105,4,294.12,0.14999999999997726,0,1,0,0,294.12,294.12,0,10.130000000000052,1,10,0.0,10.28000000000003
P423,S105,4,294.22,0.10000000000002274,0,1,0,0,294.22,294.22,0,11.28000000000003,1,11,0.0,11.380000000000052
P423,S105,4,294.33,0.1099999999999568,0,1,0,0,294.33,294.33,0,12.380000000000052,1,12,0.0,12.490000000000009
P423,S105,4,294.76,0.4300000000000068,0,1,0,0,294.76,294.76,0,13.490000000000009,1,13,0.0,13.920000000000016
P423,S105,4,294.97,0.21000000000003638,0,1,0,0,294.97,294.97,0,14.920000000000016,1,14,0.0,15.130000000000052
P423,S105,4,295.1,0.12999999999999545,0,1,0,0,295.1,295.1,0,16.130000000000052,1,15,0.0,16.260000000000048
P423,S105,4,295.21,0.1099999999999568,0,1,0,0,295.21,295.21,0,17.260000000000048,1,16,0.0,17.370000000000005
P423,S105,4,295.32,0.11000000000001364,0,1,0,0,295.32,295.32,0,18.370000000000005,1,17,0.0,18.480000000000018
P423,S105,4,295.42,0.10000000000002274,0,1,0,0,295.42,295.42,0,19.480000000000018,1,18,0.0,19.58000000000004
P423,S105,4,295.59,0.16999999999995907,0,1,0,0,295.59,295.59,0,20.58000000000004,1,19,0.0,20.75
P423,S105,4,295.71,0.12000000000000455,0,1,0,0,295.71,295.71,0,21.75,1,20,0.0,21.870000000000005
P423,S105,4,295.78,0.06999999999999318,0,1,0,0,295.78,295.78,0,22.870000000000005,1,21,0.0,22.939999999999998
P423,S105,4,295.91,0.1300000000000523,0,1,0,0,295.91,295.91,0,23.939999999999998,1,22,0.0,24.07000000000005
P423,S105,4,295.91,0.1300000000000523,0,1,0,1,296.0400000000001,0.0,0,25.07000000000005,1,0,0.0,0.1300000000000523
P423,S105,4,299.95,4.039999999999964,0,1,0,0,300.08000000000004,4.039999999999964,0,0.0,1,1,0.0,0.0
P423,S105,4,300.05,0.10000000000002274,0,1,0,0,300.18000000000006,4.139999999999986,0,1.0,1,2,0.0,1.1000000000000227
P423,S105,4,300.19,0.13999999999998636,0,1,0,0,300.32000000000005,4.279999999999973,0,2.1000000000000227,1,3,0.0,2.240000000000009
P423,S105,4,300.29,0.10000000000002274,0,1,0,0,300.4200000000001,4.3799999999999955,0,3.240000000000009,1,4,0.0,3.340000000000032
P423,S105,4,300.4,0.1099999999999568,0,1,0,0,300.53000000000003,4.489999999999952,0,4.340000000000032,1,5,0.0,4.449999999999989
P423,S105,4,300.49,0.09000000000003183,0,1,0,0,300.62000000000006,4.579999999999984,0,5.449999999999989,1,6,0.0,5.5400000000000205
P423,S105,4,300.62,0.12999999999999545,0,1,0,0,300.75000000000006,4.7099999999999795,0,6.5400000000000205,1,7,0.0,6.670000000000016
P423,S105,4,300.72,0.10000000000002274,0,1,0,0,300.8500000000001,4.810000000000002,0,7.670000000000016,1,8,0.0,7.770000000000039
