bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P168,S85,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0
P168,S85,3,677.43,677.43,1,0,0,0,677.43,677.43,0,0.0,1,0,0.0,0.0
P168,S85,3,677.57,0.14000000000010004,1,0,0,0,677.57,677.57,1,0.0,2,0,0.14000000000010004,0.0
P168,S85,3,677.66,0.08999999999991815,1,0,0,0,677.66,677.66,2,0.0,3,0,0.2300000000000182,0.0
P168,S85,3,678.12,0.4600000000000364,1,0,0,0,678.12,678.12,3,0.0,4,0,0.6900000000000546,0.0
P168,S85,3,678.22,0.10000000000002274,1,0,0,0,678.22,678.22,4,0.0,5,0,0.7900000000000773,0.0
P168,S85,3,678.37,0.14999999999997726,1,0,0,0,678.37,678.37,5,0.0,6,0,0.9400000000000546,0.0
P168,S85,3,678.79,0.4199999999999591,1,0,0,0,678.79,678.79,6,0.0,7,0,1.3600000000000136,0.0
P168,S85,3,679.18,0.38999999999998636,1,0,0,0,679.18,679.18,7,0.0,8,0,1.75,0.0
P168,S85,3,679.26,0.08000000000004093,1,0,0,0,679.26,679.26,8,0.0,9,0,1.830000000000041,0.0
P168,S85,3,679.71,0.4500000000000455,1,0,0,0,679.71,679.71,9,0.0,10,0,2.2800000000000864,0.0
P168,S85,3,679.91,0.1999999999999318,1,0,0,0,679.91,679.91,10,0.0,11,0,2.480000000000018,0.0
P168,S85,3,680.96,1.0500000000000682,1,0,0,0,680.96,680.96,11,0.0,12,0,3.5300000000000864,0.0
P168,S85,3,681.36,0.39999999999997726,1,0,0,0,681.36,681.36,12,0.0,13,0,3.9300000000000637,0.0
P168,S85,3,681.56,0.1999999999999318,1,0,0,0,681.56,681.56,13,0.0,14,0,4.1299999999999955,0.0
P168,S85,3,681.95,0.39000000000010004,1,0,0,0,681.95,681.95,14,0.0,15,0,4.5200000000000955,0.0
P168,S85,3,682.41,0.4599999999999227,1,0,0,0,682.41,682.41,15,0.0,16,0,4.980000000000018,0.0
P168,S85,3,682.51,0.10000000000002274,1,0,0,0,682.51,682.51,16,0.0,17,0,5.080000000000041,0.0
P168,S85,3,684.72,2.2100000000000364,0,1,0,0,684.72,684.72,0,0.0,17,1,0.0,0.0
P168,S85,3,684.95,0.2300000000000182,0,1,0,0,684.95,684.95,0,1.0,17,2,0.0,1.2300000000000182
P168,S85,3,685.07,0.12000000000000455,0,1,0,0,685.07,685.07,0,2.230000000000018,17,3,0.0,2.3500000000000227
P168,S85,3,685.19,0.12000000000000455,0,1,0,0,685.19,685.19,0,3.3500000000000227,17,4,0.0,3.4700000000000273
P168,S85,3,685.29,0.09999999999990905,0,1,0,0,685.29,685.29,0,4.470000000000027,17,5,0.0,4.569999999999936
P168,S85,3,685.41,0.12000000000000455,0,1,0,0,685.41,685.41,0,5.569999999999936,17,6,0.0,5.689999999999941
P168,S85,3,685.52,0.11000000000001364,0,1,0,0,685.52,685.52,0,6.689999999999941,17,7,0.0,6.7999999999999545
P168,S85,3,685.62,0.10000000000002274,0,1,0,0,685.62,685.62,0,7.7999999999999545,17,8,0.0,7.899999999999977
P168,S85,3,685.72,0.10000000000002274,0,1,0,0,685.72,685.72,0,8.899999999999977,17,9,0.0,9.0
P168,S85,3,685.83,0.11000000000001364,0,1,0,0,685.83,685.83,0,10.0,17,10,0.0,10.110000000000014
P168,S85,3,686.05,0.2199999999999136,0,1,0,0,686.05,686.05,0,11.110000000000014,17,11,0.0,11.329999999999927
P168,S85,3,686.56,0.5099999999999909,0,1,0,0,686.56,686.56,0,12.329999999999927,17,12,0.0,12.839999999999918
P168,S85,3,686.89,0.3300000000000409,0,1,0,0,686.89,686.89,0,13.839999999999918,17,13,0.0,14.169999999999959
