bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P787,S82,7,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0
P787,S82,7,124.78,124.78,1,0,0,0,124.78,124.78,0,0.0,1,0,0.0,0.0
P787,S82,7,125.01,0.23000000000000398,1,0,0,0,125.01,125.01,1,0.0,2,0,0.23000000000000398,0.0
P787,S82,7,126.06,1.0499999999999972,0,1,0,0,126.06,126.06,0,0.0,2,1,0.0,0.0
P787,S82,7,126.2,0.14000000000000057,0,1,0,0,126.2,126.2,0,1.0,2,2,0.0,1.1400000000000006
P787,S82,7,126.46,0.2599999999999909,0,1,0,0,126.46,126.46,0,2.1400000000000006,2,3,0.0,2.3999999999999915
P787,S82,7,126.63,0.1700000000000017,0,1,0,0,126.63,126.63,0,3.3999999999999915,2,4,0.0,3.569999999999993
P787,S82,7,126.91,0.28000000000000114,0,1,0,0,126.91,126.91,0,4.569999999999993,2,5,0.0,4.849999999999994
P787,S82,7,127.12,0.21000000000000796,0,1,0,0,127.12,127.12,0,5.849999999999994,2,6,0.0,6.060000000000002
P787,S82,7,127.43,0.3100000000000023,0,1,0,0,127.43,127.43,0,7.060000000000002,2,7,0.0,7.3700000000000045
P787,S82,7,127.68,0.25,0,1,0,0,127.68,127.68,0,8.370000000000005,2,8,0.0,8.620000000000005
P787,S82,7,128.0,0.3199999999999932,0,1,0,0,128.0,128.0,0,9.620000000000005,2,9,0.0,9.939999999999998
P787,S82,7,128.43,0.4300000000000068,0,1,0,0,128.43,128.43,0,10.939999999999998,2,10,0.0,11.370000000000005
P787,S82,7,128.51,0.07999999999998408,0,1,0,0,128.51,128.51,0,12.370000000000005,2,11,0.0,12.449999999999989
P787,S82,7,129.14,0.6299999999999955,0,1,0,0,129.14,129.14,0,13.449999999999989,2,12,0.0,14.079999999999984
P787,S82,7,130.38,1.240000000000009,0,1,0,0,130.38,130.38,0,15.079999999999984,2,13,0.0,16.319999999999993
P787,S82,7,130.65,0.27000000000001023,0,1,0,0,130.65,130.65,0,17.319999999999993,2,14,0.0,17.590000000000003
P787,S82,7,131.15,0.5,0,1,0,0,131.15,131.15,0,18.590000000000003,2,15,0.0,19.090000000000003
P787,S82,7,131.43,0.28000000000000114,0,1,0,0,131.43,131.43,0,20.090000000000003,2,16,0.0,20.370000000000005
P787,S82,7,131.73,0.29999999999998295,0,1,0,0,131.73,131.73,0,21.370000000000005,2,17,0.0,21.669999999999987
P787,S82,7,131.99,0.2600000000000193,0,1,0,0,131.99,131.99,0,22.669999999999987,2,18,0.0,22.930000000000007
P787,S82,7,132.37,0.37999999999999545,0,1,0,0,132.37,132.37,0,23.930000000000007,2,19,0.0,24.310000000000002
P787,S82,7,133.58,1.210000000000008,0,1,0,0,133.58,133.58,0,25.310000000000002,2,20,0.0,26.52000000000001
P787,S82,7,133.82,0.23999999999998067,0,1,0,0,133.82,133.82,0,27.52000000000001,2,21,0.0,27.75999999999999
P787,S82,7,134.11,0.29000000000002046,0,1,0,0,134.11,134.11,0,28.75999999999999,2,22,0.0,29.05000000000001
P787,S82,7,134.65,0.539999999999992,0,1,0,0,134.65,134.65,0,30.05000000000001,2,23,0.0,30.590000000000003
P787,S82,7,136.19,1.539999999999992,0,1,0,0,136.19,136.19,0,31.590000000000003,2,24,0.0,33.129999999999995
P787,S82,7,136.54,0.3499999999999943,0,1,0,0,136.54,136.54,0,34.129999999999995,2,25,0.0,34.47999999999999
P787,S82,7,136.97,0.4300000000000068,0,1,0,0,136.97,136.97,0,35.47999999999999,2,26,0.0,35.91
P787,S82,7,137.31,0.3400000000000034,0,1,0,0,137.31,137.31,0,36.91,2,27,0.0,37.25
P787,S82,7,137.31,0.3400000000000034,0,1,0,1,137.65,0.0,0,38.25,2,0,0.0,0.3400000000000034
P787,S82,7,141.56,4.25,0,1,0,0,141.9,4.25,0,0.0,2,1,0.0,0.0
P787,S82,7,142.14,0.5799999999999841,0,1,0,0,142.48,4.829999999999984,0,1.0,2,2,0.0,1.579999999999984
P787,S82,7,143.01,0.8700000000000045,0,1,0,0,143.35,5.699999999999989,0,2.579999999999984,2,3,0.0,3.4499999999999886
P787,S82,7,143.25,0.2400000000000091,0,1,0,0,143.59,5.939999999999998,0,4.449999999999989,2,4,0.0,4.689999999999998
P787,S82,7,143.83,0.5800000000000125,0,1,0,0,144.17000000000002,6.52000000000001,0,5.689999999999998,2,5,0.0,6.27000000000001
P787,S82,7,144.11,0.28000000000000114,0,1,0,0,144.45000000000002,6.800000000000011,0,7.27000000000001,2,6,0.0,7.550000000000011
P787,S82,7,144.45,0.339999999999975,0,1,0,0,144.79,7.139999999999986,0,8.550000000000011,2,7,0.0,8.889999999999986
P787,S82,7,145.84,1.3900000000000148,1,0,0,0,146.18,8.530000000000001,0,0.0,3,7,0.0,0.0
P787,S82,7,146.13,0.28999999999999204,1,0,0,0,146.47,8.819999999999993,1,0.0,4,7,0.28999999999999204,0.0
P787,S82,7,146.28,0.15000000000000568,1,0,0,0,146.62,8.969999999999999,2,0.0,5,7,0.4399999999999977,0.0
P787,S82,7,146.46,0.18000000000000682,1,0,0,0,146.8,9.150000000000006,3,0.0,6,7,0.6200000000000045,0.0
P787,S82,7,146.67,0.20999999999997954,1,0,0,0,147.01,9.359999999999985,4,0.0,7,7,0.8299999999999841,0.0
P787,S82,7,146.97,0.30000000000001137,1,0,0,0,147.31,9.659999999999997,5,0.0,8,7,1.1299999999999955,0.0
P787,S82,7,146.97,0.30000000000001137,1,0,1,0,0.0,9.960000000000008,6,0.0,0,7,0.30000000000001137,0.0
P787,S82,7,150.66,3.6899999999999977,1,0,0,0,3.6899999999999977,13.650000000000006,0,0.0,1,7,0.30000000000001137,0.0
P787,S82,7,151.68,1.0200000000000102,0,1,0,0,4.710000000000008,14.670000000000016,0,0.0,1,8,0.0,0.0
P787,S82,7,151.96,0.28000000000000114,0,1,0,0,4.990000000000009,14.950000000000017,0,1.0,1,9,0.0,1.2800000000000011
P787,S82,7,152.2,0.23999999999998067,0,1,0,0,5.22999999999999,15.189999999999998,0,2.280000000000001,1,10,0.0,2.519999999999982
P787,S82,7,152.53,0.3300000000000125,0,1,0,0,5.560000000000002,15.52000000000001,0,3.519999999999982,1,11,0.0,3.8499999999999943
P787,S82,7,152.84,0.3100000000000023,0,1,0,0,5.8700000000000045,15.830000000000013,0,4.849999999999994,1,12,0.0,5.159999999999997
P787,S82,7,153.87,1.0300000000000011,0,1,0,0,6.900000000000006,16.860000000000014,0,6.159999999999997,1,13,0.0,7.189999999999998
P787,S82,7,154.22,0.3499999999999943,0,1,0,0,7.25,17.210000000000008,0,8.189999999999998,1,14,0.0,8.539999999999992
